revenue,net profit,operating profit,interest revenue,cash from sales,cash from yield,cash from rent,cash to payments,cash to other payments,speculation cash,current payables,cost of sales,ebit,depreciation,interest,cash,current assets,liabilities,marketable securities,current other assets,provisions for employees,non-current assets,goodwill,intangible assets,assets,current liabilities,equity,shares,inventories,shares authorized,net operating cashflows,net investing cashflows,net financing cashflows,bank: non-banking investing cashflow,bank: banking investing cashflow,payment for supplies,payment to employees,property sales (operating),dividends paid,forex,trade receivables,prepayments,cash on hands,cash on banks,cash short investment,employee benefits,Date,TICKER
0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,201303,CASABLANCA
304100115000,42102083000,42102083000,1074371000,414854888000,,,254925044000,56718787000,,140981604000,129916127000,53549888000,15172853000,5012985000,105374162000,464775981000,576587915000,1571429000,18897473000,9276133000,837683763000,76446567000,58174745000,1302459744000,345017766000,628102661000,318502872,142496996000,318502872,56304294000,-24100934000,-27951945000,,,254925044000,39934035000,57833000,21971528000,-1214528000,150452921000,,,24048690000,32678555000,35861310000,201303,CCU
0,0,0,0,0,2.0,2.0,0,0,2.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,2.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,201303,CCU
0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,201303,CCU
74373207000,3274827000,3274827000,,75021346000,,,65901421000,,,65583441000,47225787000,4722403000,4157233000,-2942473000,5358176000,127860778000,268572268000,4565923000,1933315000,4071477000,384796253000,13154554000,4797254000,512657031000,91090906000,224435096000,264221000,32350136000,264221000,-2639373000,-6364547000,5037515000,,,65901421000,9712691000,91600000,8689000,-965000,69489144000,,,3491028000,1316127000,8235537000,201303,CEMENTOS
0,0,0,2.0,0,2.0,2.0,0,2.0,2.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,2.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,201303,CEMENTOS
0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,201303,CEMENTOS
9572000,1296000,1296000,,9782000,,,8186000,187000,,3626000,5880000,1613000,262000,3000,1422000,19158000,9826000,,116000,225000,14553000,,,33711000,7983000,23885000,299816536,7862000,299816536,-317000,-85000,-161000,,,8186000,1676000,8000,,,8807000,,,713000,701000,,201303,CEM
0,0,0,2.0,0,2.0,2.0,0,0,2.0,0.0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,2.0,0,0,0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,201303,CEM
1,1,1,0.0,1,0.0,0.0,1,1,0.0,1,1,1,1,1,1,1,1,0.0,1,1,1,0.0,0.0,1,1,1,0,1,0,1,1,1,0.0,0.0,1,1,1,0.0,0.0,1,0.0,0.0,1,1,0.0,201303,CEM
2468438880000,20205451000,20205451000,1545566000,3038731234000,524000,,2541177995000,198223133000,,1673843304000,1779459777000,45244005000,47711799000,-69940914000,149232714000,2200473348000,5369913190000,78670490000,15433319000,68982873000,7286406775000,1780561415000,539106029000,9486880123000,2461956868000,4116021697000,2806792161,925991373000,2907002733,-9104841000,-106688459000,17918501000,,,2541177995000,301371587000,841168000,,9386708000,688283626000,,,88441217000,,311480974000,201303,CENCOSUD
0,0,0,0,0,0,2.0,0,0,2.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,2.0,0,0,0,2.0,0,0.0,2.0,2.0,0.0,2.0,0,201303,CENCOSUD
0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,201303,CENCOSUD
533504383000,48528055000,48528055000,,667870629000,,,472030756000,27134644000,,312575863000,411891019000,60748350000,27322206000,23058774000,170815636000,650627845000,2181340708000,27509000,6528751000,1098659000,3224857704000,273557132000,280537657000,3875485549000,538920137000,1182983812000,416710367,85434755000,422493319,127331944000,-33295401000,-81453344000,,,472030756000,37900189000,123460000,15039366000,-848756000,357630165000,,,24712566000,,35267477000,201303,CGE
0,0,0,2.0,0,2.0,2.0,0,0,2.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,2.0,0,0,0,0,0,0.0,2.0,2.0,0.0,2.0,0,201303,CGE
0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,201303,CGE
13703029000,862950000,862950000,,14731053000,,,11480492000,528086000,,14173630000,9219890000,924642000,293300000,134633000,1517541000,31218084000,27567865000,2970180000,158412000,,21829081000,,99825000,53047165000,21031373000,25485870000,1181420348,15984094000,1181420348,878915000,-3080915000,2555973000,,,11480492000,1837059000,650000,,,10400740000,,,1516770000,,982950000,201303,CIC
0,0,0,2.0,0,2.0,2.0,0,0,2.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,2.0,0,0,0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0,201303,CIC
0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,201303,CIC
91199000,3136000,3136000,200000,119188000,,,90920000,,,15145000,76419000,4583000,2527000,1182000,4784000,236646000,206410000,2116000,2623000,4275000,148784000,182000,59000,385430000,141795000,179020000,439817195,119359000,439817195,21309000,-2991000,-20117000,,,90920000,6872000,,1867000,48000,86345000,,,3212000,,5982000,201303,CINTAC
0,0,0,0,0,2.0,2.0,0,2.0,2.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,2.0,0,0,2.0,0,0,0.0,2.0,2.0,0.0,2.0,0,201303,CINTAC
1,1,1,1,1,0.0,0.0,1,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0.0,0.0,1,1,0.0,1,1,1,0.0,0.0,1,0.0,1,201303,CINTAC
3210000,-2278000,-2278000,,,,,,,,,2693000,-2278000,2693000,,540000,540000,57000,,,,395759000,,,396299000,57000,396242000,9000,,9000,,13000,,,,,,,,,,,,,,,201303,CLUBUNION
0,0,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,201303,CLUBUNION
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201303,CLUBUNION
1193670000,84315000,84315000,,1363551000,,,1067039000,49901000,,647773000,971288000,79983000,85743000,41638000,433767000,3366465000,6022039000,442635000,25739000,39167000,10706656000,143114000,14952000,14073121000,1689550000,8046281000,2219397052,1111044000,2219397052,162965000,-136076000,-28381000,,,1067039000,,,79000,4017000,902231000,13272000,,24648000,263346000,135925000,201303,CMPC
0,0,0,2.0,0,2.0,2.0,0,0,2.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,2.0,0,2.0,2.0,0,0,0.0,0.0,2.0,0.0,0.0,0,201303,CMPC
1,1,1,0.0,1,0.0,0.0,1,1,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0.0,0.0,1,0.0,0.0,1,1,1,1,0.0,1,1,1,201303,CMPC
366962000,24414000,24414000,,411273000,56000000,,276753000,5631000,,176963000,,19289000,40407000,15217000,237574000,638706000,2460554000,27531000,25322000,6642000,5363129000,,77270000,6001835000,552498000,3541281000,17536167720,47116000,17536167720,135452000,-99949000,-17628000,,,276753000,22202000,,,1959000,154017000,11648000,,1751000,606000,14982000,201303,COLBUN
0,0,0,2.0,0,0,2.0,0,0,2.0,0.0,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,2.0,0,0,2.0,2.0,0,0.0,0.0,2.0,0.0,0.0,0,201303,COLBUN
1,1,1,0.0,1,1,0.0,1,1,0.0,1,0.0,1,1,1,1,1,1,1,1,1,1,0.0,1,1,1,1,0,1,0,1,1,1,0.0,0.0,1,1,0.0,0.0,1,1,1,0.0,1,1,1,201303,COLBUN
2103018000,-229904000,-229904000,,3051652000,,,1108179000,3489000,,1274242000,1749868000,-302467000,838772000,,439854000,4874239000,16596767000,1024697000,,,38933674000,,18837396000,43807913000,1530128000,21434177000,100000000,57752000,100000000,782497000,-915379000,,,,1108179000,1157487000,,,,2760627000,48666000,,239802000,200052000,,201303,COLO COLO
0,0,0,2.0,0,2.0,2.0,0,0,2.0,0.0,0,0,0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,2.0,2.0,0,0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,201303,COLO COLO
0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,201303,COLO COLO
91080811000,5404095000,5404095000,42532000,131576733000,,,88160908000,,,64296423000,60525948000,6792424000,3828020000,2661870000,79797978000,429519639000,408260673000,15434875000,14101869000,,415390054000,20526395000,28485723000,844909693000,195819382000,435894921000,747005982,190967862000,747005982,28494214000,-7265925000,247366000,,,88160908000,17071335000,85870000,,-554008000,87386005000,,,,,9375432000,201303,CONCHATORO
0,0,0,0,0,2.0,2.0,0,2.0,2.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,2.0,0,0,0,2.0,0,0.0,2.0,2.0,2.0,2.0,0,201303,CONCHATORO
0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,201303,CONCHATORO
5977684000,255918000,252464000,12589000,6341589000,29913000,,5885983000,77067000,,1677119000,5216109000,309030000,134212000,-89971000,1218623000,6316841000,11359240000,170480000,257185000,6869000,15979439000,189702000,942618000,22296280000,3508160000,10107187000,1299853848,1641306000,1299853848,242690000,-143126000,-10090000,,,5885983000,203883000,32390000,7060000,-31483000,1793092000,,,321082000,492572000,27022000,201303,COPEC
0,0,0,0,0,0,2.0,0,0,2.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,2.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,201303,COPEC
1,1,1,1,1,1,0.0,1,1,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0.0,0.0,1,1,1,1,1,1,0.0,0.0,1,1,1,201303,COPEC
55987479000,101186000,101186000,,88489267000,,,87135390000,,,70171034000,50469677000,-165848000,631360000,-2300081000,4019375000,159108445000,172237343000,,778919000,350225000,50910665000,,409327000,210019110000,128226058000,34151724000,31206470,40698394000,31206470,-3765435000,-2499210000,8901174000,,,87135390000,3121923000,,,,111459563000,,,730384000,,,201303,COPEVAL
0,0,0,2.0,0,2.0,2.0,0,2.0,2.0,0.0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,2.0,0,0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,201303,COPEVAL
0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,201303,COPEVAL
44298863,37734881,37734881,,,,,1646377,,,245240231,,37734881,,,654705,98414566,2270259607,89820939,,,12689325607,,,12787740173,253087898,10517480566,23100000,,23100000,-30411,,,,,1646377,5189516,,,,,,,654705,,2655000,201303,COVADONGA
0,0,0,2.0,2.0,2.0,2.0,0,2.0,2.0,0.0,2.0,0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0,2.0,2.0,2.0,2.0,0,0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0,201303,COVADONGA
0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,201303,COVADONGA
45940157000,2739116000,2739116000,728320000,60126879000,,,34533570000,3170871000,,18758999000,33412123000,3692475000,5148591000,1263822000,29527785000,204071336000,187871485000,22773098000,1482033000,2404754000,280159703000,3083440000,7057430000,484231039000,46364878000,237245109000,64000000,76684372000,64000000,11042878000,-4200726000,-3645030000,,,34533570000,9048076000,14000,1915274000,-98204000,54129903000,783060000,,2553542000,,,201303,CRISTALES
0,0,0,0,0,2.0,2.0,0,0,2.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,2.0,0,0,0,0,0,0.0,0.0,2.0,0.0,2.0,2.0,201303,CRISTALES
0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,201303,CRISTALES
3713544967,795172935,795172935,,1279227244,,,882423890,594,,1245370498,2433719511,857182542,902176413,,217920829,2960209736,1542602519,1234343456,,,9735446638,,7470577222,12695656374,1500591849,11153053855,50000000,11451177,50000000,645639133,-473644066,,,,882423890,738540140,,,,1487476009,,,,,730791720,201303,CRUZADOS
0,0,0,2.0,0,2.0,2.0,0,0,2.0,0.0,0,0,0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,2.0,2.0,0,0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0,201303,CRUZADOS
0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,201303,CRUZADOS
163170454000,14198006000,14198006000,2508479000,246676895000,,,142715729000,22154861000,,121410976000,,17985145000,37260306000,8330827000,177674274000,447674654000,875694545000,28806594000,23066929000,4215594000,1042520079000,21660128000,35166747000,1490194733000,329421259000,610966668000,957157085,6514368000,957157085,20909026000,-78831009000,-10971709000,,,142715729000,55392331000,4778000,,,138068312000,,,8214982000,,23636943000,201303,CTC
0,0,0,0,0,2.0,2.0,0,0,2.0,0.0,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,2.0,0,0,0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0,201303,CTC
0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,201303,CTC
5017695000,8015659000,8015659000,,,,,14410000,,,8351000,83823000,8093884000,,-4076194000,122343000,7239456000,315152237000,,,,815294010000,,4260000,822533466000,130425721000,441481764000,772465685,,772465685,-35677000,23976734000,-23976734000,,,14410000,,,,-1327000,7117113000,,,42266000,80077000,,201303,CVA
0,0,0,2.0,2.0,2.0,2.0,0,2.0,2.0,0.0,0,0,2.0,0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,2.0,2.0,0,2.0,2.0,2.0,0,0.0,2.0,2.0,0.0,0.0,2.0,201303,CVA
0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,201303,CVA
32756965000,3254791000,3254791000,127142000,34260021000,,,36274071000,417534000,,28065475000,25241395000,3854783000,861488000,805110000,5925150000,77447718000,91529048000,815716000,492722000,926932000,160418187000,468643000,442250000,237865905000,58443068000,136175958000,100000000,32422198000,100000000,-5046993000,1901213000,6718306000,,,36274071000,3613205000,22118000,1639000,425308000,31165894000,,,1486611000,928962000,4451331000,201303,DUNCANFOX
0,0,0,0,0,2.0,2.0,0,0,2.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,2.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,201303,DUNCANFOX
0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,201303,DUNCANFOX
285096000,17855000,17855000,,339303000,,,267519000,420000,,153992000,243056000,22823000,35112000,,105026000,646980000,1237940000,111451000,91969000,8874000,2368017000,25099000,339704000,3014997000,253812000,1660578000,1053309776,123818000,1053309776,23971000,-6349000,,,,267519000,15099000,29552000,,,118829000,71000,,4892000,,,201303,ECL
0,0,0,2.0,0,2.0,2.0,0,0,2.0,0.0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,2.0,2.0,0,0,0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,201303,ECL
1,1,1,0.0,1,0.0,0.0,1,1,0.0,1,1,1,1,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0.0,0.0,0.0,1,1,1,0.0,0.0,1,1,0.0,1,0.0,0.0,201303,ECL
6608516000,1312033000,1312033000,,7980907000,,,4060909000,758495000,,1940945000,3910177000,1636722000,918672000,191615000,1508826000,7502788000,25201812000,,96071000,,53773968000,,120839000,61276756000,3101246000,35932267000,13081284,472692000,13081284,1941968000,-584900000,-543412000,,,4060909000,1133925000,,,-201000,3479272000,,,202081000,,866354000,201303,EDELMAG
0,0,0,2.0,0,2.0,2.0,0,0,2.0,0.0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,2.0,0,0,2.0,2.0,0,0.0,2.0,2.0,0.0,2.0,0,201303,EDELMAG
0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,201303,EDELMAG
10011992000,44492000,44492000,,11340220000,,,8634519000,,,10077289000,9168454000,53640000,600449000,,182661000,21657315000,26328763000,163982000,,411859000,39619536000,873358000,1218723000,61276851000,15254546000,34948062000,113589915,9188300000,113589915,474032000,-956265000,553735000,,,8634519000,1917007000,,,-4109000,10563915000,,,135550000,45023000,1951236000,201303,EDELPA
0,0,0,2.0,0,2.0,2.0,0,2.0,2.0,0.0,0,0,0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,2.0,0,0,2.0,2.0,0,0.0,2.0,2.0,0.0,0.0,0,201303,EDELPA
0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,201303,EDELPA
55221590000,130098000,130098000,,68404917000,,,38658742000,754155000,,48574101000,51732599000,489191000,11007000,,47601098000,160328221000,91899797000,,100101000,,30924390000,689840000,11007000,191252611000,81709047000,97362989000,605364800.00,16922310000,605364800.00,85292000,-925807000,2040765000,,,38658742000,23288237000,,,,10029692000,4013344000,,4555993000,4369950000,,201303,EISA
0,0,0,2.0,0,2.0,2.0,0,0,2.0,0.0,0,0,0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,2.0,0,0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,201303,EISA
0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,201303,EISA
110525123000,7121467000,7121467000,900930000,124033741000,,,85107108000,3199620000,,60684092000,86998548000,10595740000,6078704000,-2202467000,77122090000,371631856000,330301821000,23280752000,2633180000,5432939000,352073410000,4451237000,9285414000,723705266000,101309851000,259116796000,43800000,140662586000,43800000,13283695000,-8660849000,26333794000,,,85107108000,17459579000,85000,2067113000,-154568000,102382455000,3775923000,,6399940000,4466790000,,201303,ELECMETAL
0,0,0,0,0,2.0,2.0,0,0,2.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,2.0,0,0,0,0,0,0.0,0.0,2.0,0.0,0.0,2.0,201303,ELECMETAL
0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,201303,ELECMETAL
105357793000,13046071000,13046071000,,137185157000,,,83764799000,15097365000,,66505144000,64272424000,15980890000,5125316000,1024354000,25280015000,95578492000,201537222000,953950000,1738079000,3028969000,381426360000,144477536000,123119000,477004852000,126724416000,275458206000,510853230,29529526000,510853230,27102513000,-20029584000,-913727000,,,83764799000,10401048000,,,-224925000,26482841000,,,16065601000,,6150379000,201303,EMBONOR
0,0,0,2.0,0,2.0,2.0,0,0,2.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,2.0,0,0,2.0,2.0,0,0.0,2.0,2.0,0.0,2.0,0,201303,EMBONOR
0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,201303,EMBONOR
3437883000,-310985000,-310985000,,3401532000,,,2854797000,34263000,,2360496000,2735997000,-272725000,151807000,21914000,71019000,17200427000,10375446000,89032000,631483000,302592000,22583334000,,821456000,39783761000,5656205000,29408320000,636428572,8036917000,636428572,141177000,-418502000,-1652000,,,2854797000,600628000,,,-12102000,3945186000,172943000,,5793000,,747981000,201303,EMILIANA
0,0,0,2.0,0,2.0,2.0,0,0,2.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,2.0,0,0,2.0,2.0,0,0.0,0.0,2.0,0.0,2.0,0,201303,EMILIANA
0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,201303,EMILIANA
167088000,23200000,23200000,-1188000,139909000,,,106977000,,,53481000,124667000,29117000,6565000,-1121000,55762000,308247000,339845000,,,8303000,527830000,1137000,6175000,836077000,235916000,496232000,123000000,104023000,123000000,4421000,-4224000,10293000,,,106977000,17910000,,,50000,132494000,,,4429000,51287000,21095000,201303,ENAEX
0,0,0,0,0,2.0,2.0,0,2.0,2.0,0.0,0,0,0,0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,2.0,0,0,2.0,2.0,0,0.0,2.0,2.0,0.0,0.0,0,201303,ENAEX
1,1,1,1,1,0.0,0.0,1,0.0,0.0,1,1,1,1,1,1,1,1,0.0,0.0,1,1,1,1,1,1,1,0,1,0,1,1,1,0.0,0.0,1,1,0.0,0.0,1,1,0.0,0.0,1,1,1,201303,ENAEX
1399935980000,195351453000,195351453000,,1693855057000,,,1015399732000,312181953000,,1324476321000,,277600726000,101975722000,,1443735890000,3356696646000,6352264233000,532754647000,127137514000,,11003082516000,1389379413000,1221319156000,14359779162000,2802844092000,5915642958000,49092772762,72854350000,49092772762,260921014000,-494840714000,875487883000,,,1015399732000,121828263000,5045867000,106334527000,-13664354000,817206966000,,,187739268000,334903103000,113066876000,201303,ENELAM
0,0,0,2.0,0,2.0,2.0,0,0,2.0,0.0,2.0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,2.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,201303,ENELAM
0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,201303,ENELAM
